POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA3984,0,0,0,0,..,6,0,11,0,11,..,3,0,4,0,4,..,4,0,4,0,4,..,52,8,62,0,62,..,239,40,276,10,282,..,20,0,21,492,511,6580,260,42,296,502,7374
POA3987,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,7,17,0,17,..,46,5,51,0,51,..,0,0,0,125,126,1465,50,5,51,125,1644
POA3988,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,15,4,17,0,17,..,37,4,41,0,41,..,0,0,0,68,72,983,36,4,42,68,1094
POA3990,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,4,0,4,..,0,0,0,8,8,101,7,0,4,8,118
POA3991,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,0,0,0,37,37,359,6,0,10,37,405
POA3992,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,37,0,37,0,33,..,0,0,0,90,91,1152,35,0,35,90,1281
POA3995,0,3,0,3,..,21,5,26,0,26,..,8,0,9,0,9,..,8,10,12,0,12,..,86,22,106,0,106,..,505,80,584,8,589,..,25,0,30,656,686,10316,531,87,614,665,11596
POA3996,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,47,10,54,0,57,..,234,23,252,5,262,..,22,0,19,257,277,6110,253,20,277,264,6649
POA4000,3,107,0,105,..,199,81,284,0,281,..,28,3,33,0,33,..,162,18,177,0,182,..,562,53,614,13,627,..,6835,889,7722,54,7776,..,71,13,85,1606,1690,10867,6911,905,7806,1664,20341
POA4005,0,9,0,9,..,29,9,38,0,38,..,32,4,35,0,35,..,28,4,38,0,38,..,274,40,323,11,328,..,2220,256,2481,21,2501,..,40,15,53,1047,1105,14109,2261,272,2534,1071,17714
POA4006,0,48,0,48,..,178,50,223,0,223,..,24,5,23,0,23,..,157,11,173,0,173,..,510,36,545,6,552,..,5313,464,5776,53,5833,..,84,20,98,1868,1964,16614,5397,481,5879,1923,24411
POA4007,0,26,0,26,..,68,8,73,0,69,..,10,0,10,0,10,..,54,23,79,0,79,..,243,18,263,4,267,..,2149,232,2378,11,2392,..,51,0,49,843,893,12164,2198,231,2431,860,15451
POA4008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,28,7,27,0,27,..,5,0,5,126,124,217,31,7,34,126,373
POA4009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,11
POA4010,0,0,0,0,..,8,0,8,0,8,..,5,0,3,0,3,..,15,0,15,0,15,..,55,9,62,5,62,..,484,37,516,8,527,..,10,0,15,198,207,2713,494,36,529,201,3446
POA4011,5,57,0,57,..,43,11,52,0,50,..,7,0,7,0,7,..,39,0,38,0,38,..,274,18,298,13,309,..,2158,170,2318,31,2351,..,51,5,65,486,548,12915,2206,172,2387,513,15813
POA4012,10,90,0,86,..,56,8,68,0,68,..,7,0,7,0,7,..,47,13,56,0,62,..,458,63,516,11,523,..,3341,296,3636,42,3675,..,96,11,107,797,903,18860,3434,308,3746,843,23440
POA4013,0,4,0,4,..,9,0,10,0,10,..,5,0,5,0,5,..,23,0,24,0,22,..,106,24,124,0,127,..,746,75,823,5,826,..,23,0,18,171,193,3852,765,81,844,180,4876
POA4014,3,26,0,26,..,29,0,35,0,35,..,6,0,8,0,8,..,39,26,62,0,62,..,242,35,279,3,276,..,1544,192,1736,10,1754,..,38,9,49,412,458,10987,1581,200,1785,423,13190
POA4017,0,24,3,33,..,54,12,68,0,68,..,6,0,6,0,6,..,29,8,39,0,39,..,634,99,733,15,741,..,3667,410,4074,44,4122,..,161,15,174,1047,1221,32415,3827,422,4249,1086,37756
POA4018,3,62,0,67,..,35,8,38,0,38,..,12,0,12,0,12,..,33,8,41,0,41,..,514,67,578,9,591,..,4198,461,4659,65,4730,..,74,12,83,408,491,8874,4268,476,4744,473,14097
POA4019,0,5,0,5,..,31,3,35,0,35,..,3,0,4,0,4,..,31,0,32,0,32,..,202,23,236,6,240,..,1083,96,1183,14,1195,..,56,9,67,1089,1154,18222,1145,99,1247,1106,20576
POA4020,0,5,0,5,..,34,5,38,0,40,..,19,0,18,0,18,..,35,6,40,0,40,..,303,35,333,7,341,..,1614,173,1784,16,1798,..,87,0,86,1087,1176,22629,1697,173,1873,1100,25603
POA4021,0,0,0,0,..,23,0,27,0,27,..,0,0,0,0,0,..,10,0,16,0,16,..,127,14,141,0,139,..,571,67,634,4,636,..,50,3,58,544,598,8506,623,69,691,547,9745
POA4022,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,3,16,0,16,..,133,24,158,5,161,..,595,71,667,8,673,..,28,6,35,330,368,6505,621,76,695,338,7538
POA4025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,31,3,33,0,33,..,0,0,0,92,95,190,26,3,34,92,309
POA4030,0,16,0,16,..,55,8,67,0,67,..,4,0,5,0,5,..,59,13,74,0,74,..,343,33,376,4,381,..,2653,251,2913,41,2951,..,70,14,76,779,859,14785,2726,269,2988,819,18592
POA4031,0,7,0,7,..,30,13,40,0,40,..,3,0,3,0,3,..,23,0,26,0,24,..,166,38,212,3,214,..,1548,177,1728,21,1747,..,41,9,50,416,468,12074,1595,186,1778,435,14292
POA4032,4,56,0,56,..,54,17,68,0,68,..,8,0,12,0,12,..,71,13,86,0,84,..,404,95,498,7,506,..,3693,474,4172,41,4214,..,83,18,105,1037,1142,13039,3778,498,4279,1077,18389
POA4034,5,121,4,122,..,110,18,127,0,128,..,25,0,25,0,25,..,138,27,166,0,166,..,1148,192,1333,39,1374,..,7825,956,8781,113,8897,..,198,28,228,1712,1938,35913,8025,988,9011,1820,46741
POA4035,3,78,0,78,..,51,11,61,0,61,..,18,3,22,0,25,..,55,12,66,0,66,..,461,36,496,8,502,..,3707,347,4051,34,4091,..,67,4,68,494,566,22670,3772,354,4126,528,27323
POA4036,0,38,0,38,..,10,0,10,0,10,..,5,0,5,0,5,..,11,5,11,0,11,..,151,25,173,7,180,..,859,90,947,10,954,..,39,6,46,198,243,5801,894,93,987,213,7000
POA4037,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,74,7,81,4,85,..,479,27,502,5,505,..,22,3,24,102,128,7187,500,29,527,106,7822
POA4051,0,41,0,41,..,51,9,58,0,58,..,16,0,16,0,16,..,85,7,92,0,99,..,440,51,486,11,495,..,3098,280,3377,39,3419,..,63,11,65,1023,1096,25058,3157,290,3449,1068,29574
POA4053,4,87,0,89,..,119,21,141,0,141,..,18,0,17,0,17,..,75,26,103,0,103,..,715,113,834,20,855,..,5036,540,5577,85,5655,..,140,11,152,1448,1604,40343,5173,557,5728,1536,47604
POA4054,0,5,0,5,..,17,4,14,0,14,..,5,0,8,0,8,..,11,3,13,0,13,..,229,73,301,0,309,..,1057,146,1206,13,1215,..,48,3,48,312,366,12408,1105,149,1254,321,13986
POA4055,3,35,0,35,..,21,4,25,0,28,..,3,0,3,0,3,..,7,0,7,0,7,..,298,22,318,4,330,..,1667,114,1783,24,1806,..,48,6,56,372,425,20136,1718,123,1843,394,22364
POA4059,0,37,0,35,..,24,5,34,0,34,..,6,0,11,0,11,..,186,23,209,0,209,..,318,30,353,4,352,..,2880,279,3162,18,3185,..,49,9,53,440,496,10063,2933,289,3219,461,13740
POA4060,0,5,0,5,..,14,0,14,0,14,..,5,0,5,0,5,..,12,0,18,0,18,..,170,15,180,4,186,..,1067,88,1150,17,1168,..,27,0,29,271,300,11984,1097,89,1180,288,13450
POA4061,3,22,0,22,..,30,10,33,0,33,..,15,0,15,0,15,..,13,8,23,0,23,..,240,15,255,4,260,..,1647,136,1778,20,1800,..,42,4,43,262,301,15213,1689,135,1825,277,17318
POA4064,4,24,0,24,..,27,5,32,0,32,..,12,0,11,0,11,..,15,0,13,0,13,..,162,18,179,5,183,..,1442,120,1559,19,1575,..,24,3,27,403,427,10185,1469,121,1584,418,12191
POA4065,0,4,0,4,..,13,0,19,0,19,..,8,6,14,0,14,..,7,0,7,0,7,..,98,9,101,0,107,..,773,40,810,8,820,..,25,0,25,250,274,9083,793,40,827,261,10171
POA4066,9,55,0,50,..,52,11,68,0,66,..,22,6,20,0,20,..,80,7,87,0,87,..,339,17,361,13,366,..,3559,325,3880,39,3919,..,62,9,72,609,689,14011,3626,331,3951,650,18609
POA4067,3,85,0,80,..,30,0,33,0,35,..,13,0,13,0,12,..,122,19,143,0,146,..,292,27,310,7,324,..,3596,283,3874,28,3907,..,45,3,47,552,601,7716,3641,285,3929,580,12220
POA4068,6,197,0,200,..,42,9,53,0,49,..,28,0,27,0,27,..,188,30,217,0,217,..,598,48,645,12,658,..,6609,716,7322,52,7372,..,86,8,92,731,827,17474,6691,724,7414,782,25676
POA4069,0,137,3,134,..,37,3,44,0,44,..,30,0,35,0,36,..,143,14,156,0,156,..,599,47,646,18,661,..,5747,471,6210,57,6270,..,103,9,108,740,848,28407,5843,480,6323,798,35527
POA4070,0,57,0,57,..,16,0,17,0,17,..,3,0,3,0,3,..,28,14,40,0,40,..,184,16,196,11,204,..,1532,134,1665,15,1680,..,35,0,40,208,248,10125,1561,133,1700,224,12045
POA4073,5,73,0,73,..,11,0,11,0,11,..,0,0,0,0,0,..,181,70,250,0,250,..,154,17,172,3,176,..,1990,242,2229,24,2256,..,28,9,40,145,180,6851,2018,247,2269,168,9293
POA4074,12,226,0,227,..,52,13,69,0,66,..,9,0,9,0,9,..,678,158,835,6,847,..,393,53,440,16,456,..,4839,664,5507,48,5551,..,80,11,90,453,548,17975,4923,678,5598,503,24071
POA4075,0,91,0,91,..,38,7,50,0,50,..,18,8,28,0,28,..,525,154,676,9,687,..,450,64,513,7,517,..,3747,517,4265,53,4316,..,73,21,96,712,802,20381,3823,535,4360,763,25506
POA4076,7,27,0,29,..,16,4,17,0,17,..,0,0,0,0,0,..,530,317,847,3,850,..,174,40,212,7,220,..,1420,477,1896,19,1913,..,27,7,33,3599,3635,2804,1441,482,1926,3622,8353
POA4077,19,213,0,213,..,45,17,66,0,68,..,14,6,16,0,16,..,4802,3104,7905,50,7955,..,2878,865,3740,61,3805,..,13266,4812,18080,180,18261,..,349,113,454,2189,2643,14905,13612,4924,18537,2367,35805
POA4078,14,173,0,175,..,36,6,40,0,40,..,13,0,11,3,20,..,1501,662,2162,19,2182,..,972,209,1181,32,1211,..,7092,1405,8494,91,8587,..,139,41,185,826,1010,16672,7233,1447,8676,917,26263
POA4101,0,90,0,92,..,121,19,140,0,139,..,43,0,45,0,45,..,561,125,689,5,692,..,769,52,820,32,853,..,10139,1228,11371,102,11470,..,130,13,149,2648,2795,20982,10272,1243,11516,2749,35246
POA4102,0,43,0,43,..,62,12,72,0,72,..,9,0,9,0,9,..,170,52,222,0,225,..,220,22,245,7,246,..,2987,366,3345,26,3369,..,45,4,53,621,670,6776,3032,370,3397,644,10823
POA4103,7,60,0,60,..,38,8,50,0,54,..,13,0,13,0,13,..,206,46,248,3,254,..,449,51,499,18,520,..,2933,328,3265,47,3314,..,56,8,62,477,536,11144,2996,334,3325,519,14995
POA4104,0,10,0,10,..,18,5,24,0,24,..,6,5,10,0,10,..,60,21,81,0,81,..,176,26,201,5,206,..,971,105,1074,9,1085,..,13,0,13,290,305,5671,983,105,1088,299,7062
POA4105,4,28,0,28,..,4,7,14,0,14,..,3,0,3,0,3,..,150,44,196,0,196,..,458,91,550,9,562,..,2061,309,2368,31,2396,..,55,6,60,456,517,11015,2112,312,2429,487,13929
POA4106,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,45,21,64,3,64,..,95,21,120,0,120,..,363,91,457,7,463,..,10,3,8,102,112,1097,371,95,470,110,1672
POA4107,0,26,0,26,..,27,0,22,0,22,..,0,0,0,0,0,..,63,18,81,0,81,..,165,29,196,3,198,..,1126,167,1295,12,1306,..,32,8,36,169,207,5278,1157,168,1332,181,6790
POA4108,0,51,0,54,..,15,6,22,0,22,..,3,0,3,0,3,..,134,36,175,0,176,..,269,55,322,8,331,..,2361,403,2768,31,2800,..,62,7,72,299,372,3019,2423,414,2840,335,6188
POA4109,8,158,6,162,..,83,22,97,0,97,..,27,4,24,0,24,..,652,237,886,6,892,..,1342,237,1578,44,1625,..,16025,5142,21168,164,21331,..,211,59,271,1580,1854,14522,16230,5202,21431,1751,37703
POA4110,12,152,0,152,..,44,11,49,0,49,..,13,0,13,0,13,..,606,230,834,11,849,..,1127,272,1406,38,1445,..,6246,1064,7307,110,7417,..,153,35,192,836,1022,8019,6401,1100,7497,939,16461
POA4111,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,13,0,13,..,22,0,22,0,22,..,158,9,168,0,168,..,0,0,0,63,67,853,160,9,168,63,1085
POA4112,0,24,0,24,..,4,0,4,0,4,..,4,0,4,0,4,..,108,36,143,0,143,..,425,76,509,16,520,..,4023,688,4712,50,4766,..,55,13,66,262,329,3643,4077,705,4781,314,8737
POA4113,0,129,0,131,..,82,14,89,0,89,..,29,4,33,0,33,..,351,124,470,0,476,..,844,146,988,23,1009,..,13086,3038,16123,192,16310,..,163,62,227,1055,1278,11929,13250,3096,16349,1240,29524
POA4114,13,115,0,115,..,45,19,58,0,58,..,23,0,22,0,22,..,103,69,164,0,164,..,3353,1669,5022,58,5083,..,6852,2402,9254,101,9357,..,311,110,422,3189,3610,16730,7159,2516,9672,3294,29702
POA4115,6,70,0,74,..,24,9,34,0,34,..,25,6,29,0,29,..,214,54,268,6,279,..,643,101,744,19,757,..,6492,1308,7795,90,7890,..,118,27,140,567,713,11562,6605,1333,7937,661,20169
POA4116,11,185,0,189,..,35,9,46,0,46,..,60,8,67,0,67,..,383,132,514,15,525,..,1017,186,1206,19,1223,..,12820,2909,15728,140,15871,..,162,30,192,935,1129,10457,12985,2940,15921,1078,27459
POA4117,0,4,0,4,..,5,0,5,0,5,..,14,0,13,0,13,..,11,0,12,0,12,..,288,70,360,0,363,..,1080,186,1265,8,1270,..,26,7,29,193,222,1457,1105,188,1302,202,2954
POA4118,3,40,0,40,..,45,7,57,0,57,..,41,14,56,0,56,..,287,101,386,3,388,..,1278,259,1538,33,1571,..,6012,1130,7142,91,7231,..,156,47,197,1477,1684,22578,6166,1172,7340,1573,31493
POA4119,3,23,0,23,..,4,8,11,0,11,..,24,4,26,0,26,..,54,7,61,0,61,..,357,44,401,10,413,..,2637,431,3068,35,3100,..,39,7,47,260,308,3404,2679,436,3112,294,6809
POA4120,3,16,0,16,..,22,0,29,0,29,..,17,6,20,0,20,..,65,9,74,4,81,..,299,47,345,10,357,..,1914,213,2134,41,2170,..,44,8,54,413,464,7754,1958,222,2182,453,10387
POA4121,3,48,0,48,..,49,3,51,0,51,..,17,0,17,0,17,..,152,38,190,3,190,..,442,57,498,12,511,..,3429,380,3808,50,3862,..,78,10,82,770,857,21353,3501,390,3893,819,26062
POA4122,11,285,5,289,..,112,14,127,0,131,..,43,18,64,0,64,..,351,102,454,3,458,..,1162,144,1311,29,1336,..,12248,1926,14174,124,14298,..,199,40,246,1716,1957,30891,12449,1970,14425,1839,47147
POA4123,0,77,0,77,..,34,18,54,0,54,..,29,5,37,0,37,..,100,16,115,0,113,..,536,64,605,18,618,..,6367,1131,7499,79,7579,..,71,18,90,578,669,14613,6439,1147,7589,664,22857
POA4124,0,16,0,16,..,21,8,25,4,29,..,5,0,9,0,9,..,115,48,159,0,160,..,661,144,801,12,814,..,2873,460,3334,37,3373,..,86,9,97,995,1087,18986,2956,471,3433,1027,23445
POA4125,3,26,0,21,..,14,0,11,0,11,..,10,0,14,0,14,..,35,18,58,0,58,..,522,99,625,11,640,..,2227,353,2587,47,2635,..,50,11,67,786,855,9410,2279,372,2652,831,12893
POA4127,0,67,0,70,..,50,12,68,0,68,..,32,8,35,3,37,..,103,27,129,0,129,..,1159,241,1395,21,1416,..,4386,789,5180,56,5233,..,163,28,186,1307,1494,20475,4550,815,5360,1367,27206
POA4128,0,15,0,15,..,25,0,22,0,26,..,17,9,22,0,22,..,57,7,61,0,65,..,424,70,494,16,507,..,2008,277,2283,28,2312,..,53,14,60,488,548,14071,2057,286,2342,517,16936
POA4129,4,7,0,7,..,9,0,11,0,11,..,11,0,11,0,11,..,49,20,70,0,70,..,155,17,174,3,179,..,586,83,664,15,679,..,10,0,16,259,271,5811,596,82,681,275,6764
POA4130,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,18,8,24,0,24,..,150,29,176,0,184,..,696,69,772,7,777,..,20,0,16,208,228,8130,720,73,789,217,9140
POA4131,0,26,0,29,..,12,8,18,0,22,..,3,5,11,0,11,..,43,25,72,0,72,..,819,260,1074,16,1092,..,2428,585,3007,31,3039,..,93,24,115,1146,1262,7474,2516,608,3129,1178,11781
POA4132,5,37,0,37,..,23,14,40,0,40,..,5,0,7,0,8,..,83,46,131,0,132,..,2324,823,3145,21,3171,..,5521,1414,6940,70,7011,..,218,63,279,2266,2544,17512,5736,1475,7214,2340,27070
POA4133,4,34,0,36,..,13,8,24,0,24,..,30,0,29,3,31,..,63,41,107,0,106,..,1323,332,1647,36,1679,..,3908,737,4648,88,4735,..,103,21,120,1769,1892,15844,4008,756,4763,1855,22472
POA4151,0,38,0,38,..,35,8,45,0,45,..,11,0,20,0,20,..,55,11,66,0,66,..,369,63,433,9,441,..,2854,274,3128,28,3158,..,61,10,71,582,648,14328,2918,283,3197,606,18132
POA4152,7,156,3,166,..,76,5,79,0,84,..,17,0,21,0,21,..,210,41,252,3,250,..,769,109,877,22,899,..,8146,979,9125,108,9235,..,140,16,154,1106,1263,37077,8284,989,9279,1215,47570
POA4153,0,10,0,10,..,9,5,9,0,9,..,0,0,0,0,0,..,30,6,37,0,37,..,70,10,82,5,87,..,767,106,871,11,878,..,13,0,11,126,134,3482,781,108,884,131,4498
POA4154,5,30,0,30,..,12,0,10,0,10,..,10,3,13,0,13,..,20,3,19,0,19,..,137,13,147,4,147,..,1590,116,1708,14,1725,..,36,0,39,194,234,9487,1632,119,1750,211,11449
POA4155,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,11,0,11,..,174,23,191,0,195,..,11,0,11,41,47,1228,182,23,201,46,1475
POA4156,0,27,0,27,..,0,0,5,0,5,..,0,0,0,0,0,..,23,0,27,0,27,..,72,12,81,4,87,..,911,107,1014,8,1025,..,15,0,12,47,64,2301,917,112,1030,58,3388
POA4157,0,33,0,31,..,30,4,39,0,39,..,25,0,22,0,27,..,28,8,36,0,36,..,275,39,312,7,322,..,1681,191,1874,22,1896,..,60,3,69,737,798,17072,1741,196,1938,756,19771
POA4158,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,11,0,7,..,44,3,55,3,57,..,229,14,244,0,251,..,10,0,10,124,136,3494,239,14,257,123,3877
POA4159,0,8,0,8,..,31,12,40,0,40,..,0,0,0,0,0,..,28,12,48,0,47,..,208,19,226,0,226,..,1114,123,1232,14,1250,..,53,0,57,482,538,13025,1160,123,1290,500,14816
POA4160,0,18,0,18,..,15,3,17,4,20,..,0,0,0,0,0,..,23,3,28,0,28,..,232,33,264,0,271,..,1287,109,1397,16,1413,..,50,3,49,447,497,17136,1337,108,1444,463,19044
POA4161,0,10,0,10,..,30,3,33,0,33,..,0,0,0,0,0,..,16,3,18,0,18,..,269,31,302,9,310,..,1224,129,1350,26,1378,..,65,3,68,545,614,14481,1294,127,1421,565,16472
POA4163,0,3,0,3,..,29,3,36,0,39,..,5,0,5,0,5,..,34,5,37,0,37,..,186,25,206,7,213,..,1225,149,1376,13,1394,..,39,3,41,503,547,13915,1265,152,1423,517,15850
POA4164,4,12,0,12,..,14,0,14,0,18,..,11,0,12,0,12,..,18,0,25,0,25,..,237,74,314,3,322,..,1527,173,1700,17,1717,..,55,4,61,472,530,17009,1586,177,1759,489,19263
POA4165,0,14,0,14,..,55,8,64,0,64,..,8,0,8,0,8,..,21,9,24,0,24,..,436,56,482,8,498,..,1895,169,2061,25,2081,..,92,5,99,1066,1166,36247,1987,177,2164,1082,39491
POA4169,0,17,0,17,..,38,16,50,0,52,..,32,4,36,0,36,..,87,14,104,0,104,..,351,52,403,4,408,..,2856,301,3159,22,3181,..,56,8,65,920,991,11720,2913,311,3221,942,15882
POA4170,0,33,0,33,..,80,16,95,0,96,..,18,0,18,0,18,..,54,9,67,0,67,..,378,34,415,14,427,..,3084,284,3374,40,3409,..,80,12,92,1098,1185,23434,3159,296,3461,1136,28030
POA4171,0,10,0,10,..,38,12,47,0,47,..,15,4,24,0,24,..,25,4,24,0,32,..,271,16,285,4,291,..,1623,133,1760,23,1780,..,50,3,53,510,564,14538,1678,138,1811,529,16886
POA4172,0,0,0,0,..,4,0,10,0,10,..,0,0,0,0,0,..,18,10,27,0,27,..,96,12,110,5,108,..,680,76,759,6,765,..,18,3,16,181,198,3982,696,74,779,185,4946
POA4173,3,19,0,19,..,28,0,31,0,31,..,7,0,12,0,12,..,40,21,60,0,61,..,153,11,162,7,169,..,1071,129,1200,24,1223,..,25,3,31,256,287,6954,1100,132,1233,277,8463
POA4174,0,0,0,0,..,6,3,7,0,7,..,0,0,0,0,0,..,7,4,14,0,14,..,33,3,38,0,40,..,315,38,359,0,358,..,20,5,24,94,118,2363,338,40,383,95,2843
POA4178,0,0,0,0,..,45,7,55,4,60,..,0,0,0,0,0,..,107,25,129,0,132,..,414,32,446,8,456,..,2216,235,2447,31,2474,..,68,5,75,1106,1182,23229,2281,243,2520,1136,26887
POA4179,0,22,0,22,..,27,8,36,0,36,..,0,0,3,0,3,..,31,4,38,0,38,..,241,28,266,6,274,..,1367,142,1505,21,1532,..,122,6,127,559,691,18006,1488,145,1631,583,20222
POA4183,0,0,0,0,..,0,6,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,25,..,64,4,65,0,74,..,13,0,13,230,249,1836,85,4,85,233,2156
POA4184,0,0,0,0,..,15,6,22,0,22,..,5,0,6,0,6,..,3,4,8,0,8,..,75,17,91,0,91,..,341,41,380,0,381,..,30,0,30,679,708,7388,370,41,409,681,8481
POA4205,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,4,8,12,0,10,..,147,26,169,0,169,..,474,126,599,6,610,..,46,7,49,478,523,5202,513,133,646,484,6333
POA4207,0,23,0,28,..,92,26,117,0,121,..,150,42,189,0,196,..,112,53,167,0,167,..,1770,337,2103,31,2136,..,6098,967,7065,83,7148,..,241,40,283,4549,4831,56497,6340,1004,7344,4634,68477
POA4208,0,13,0,13,..,35,0,37,0,39,..,24,5,36,0,36,..,8,0,14,0,14,..,364,36,401,9,406,..,1624,162,1783,28,1815,..,75,3,82,936,1017,21514,1700,163,1862,961,24342
POA4209,5,76,0,76,..,124,21,152,3,155,..,97,15,110,0,110,..,101,29,126,7,132,..,1597,171,1768,56,1821,..,8611,1033,9644,152,9800,..,254,38,288,4525,4816,59673,8863,1078,9938,4671,74284
POA4210,0,9,0,9,..,30,9,37,0,37,..,12,8,22,0,22,..,21,6,28,0,28,..,340,38,378,7,385,..,1973,225,2200,25,2232,..,74,9,76,770,849,19527,2049,230,2274,805,22605
POA4211,0,30,0,30,..,151,23,170,0,170,..,28,9,37,0,38,..,62,15,76,0,77,..,922,96,1017,32,1053,..,6427,760,7192,98,7287,..,197,28,226,2575,2801,52412,6621,789,7413,2680,62508
POA4212,0,19,0,19,..,54,13,69,0,69,..,43,5,51,0,49,..,86,19,108,0,106,..,477,31,512,12,517,..,3832,559,4394,41,4433,..,126,14,138,1574,1714,27325,3957,574,4525,1616,33470
POA4213,0,0,0,5,..,37,5,42,0,42,..,6,0,11,0,11,..,36,10,48,0,48,..,397,42,434,3,440,..,2193,225,2423,18,2442,..,95,3,100,1282,1384,27329,2290,234,2523,1301,31153
POA4214,0,63,0,63,..,127,26,148,0,147,..,41,11,49,0,49,..,148,33,184,0,182,..,724,98,823,8,833,..,6162,936,7097,60,7161,..,153,22,174,2119,2295,29415,6318,958,7279,2178,38871
POA4215,0,76,0,81,..,286,46,333,0,331,..,98,14,110,0,110,..,267,52,319,0,324,..,1440,273,1709,27,1738,..,10424,1821,12247,88,12335,..,315,31,352,4118,4470,38621,10746,1854,12600,4205,55425
POA4216,0,17,0,17,..,126,20,142,0,142,..,36,4,42,0,42,..,94,11,109,0,112,..,624,58,687,10,697,..,4278,651,4928,41,4965,..,254,22,275,2322,2602,32148,4529,669,5199,2364,39714
POA4217,0,44,0,44,..,154,23,175,0,175,..,64,8,73,0,73,..,139,31,171,0,171,..,743,76,821,12,831,..,9005,1095,10100,59,10159,..,187,38,225,4530,4757,30284,9195,1130,10328,4588,45197
POA4218,0,3,0,3,..,69,26,97,0,101,..,22,3,30,0,30,..,92,23,113,0,117,..,501,59,561,4,562,..,4426,622,5046,44,5092,..,111,15,133,2314,2439,27843,4538,639,5177,2358,35371
POA4220,0,0,0,0,..,53,7,59,0,59,..,30,3,35,0,35,..,25,9,40,0,40,..,385,41,426,10,435,..,2363,253,2623,37,2651,..,101,7,109,1843,1951,27967,2462,269,2727,1876,32574
POA4221,0,4,0,4,..,40,0,45,0,42,..,6,0,4,0,4,..,22,4,27,0,27,..,256,30,285,7,291,..,1551,132,1680,26,1705,..,86,7,95,1352,1449,25737,1639,138,1782,1376,28889
POA4223,0,5,0,5,..,15,3,18,0,18,..,5,0,6,0,6,..,4,0,4,0,4,..,127,16,145,3,152,..,684,61,744,7,751,..,44,0,41,599,647,13762,728,60,785,612,15156
POA4224,0,0,0,0,..,9,0,15,0,15,..,0,0,5,0,5,..,9,0,5,0,5,..,69,4,72,0,69,..,500,41,545,7,554,..,29,3,33,510,548,6077,532,40,577,525,7175
POA4225,0,0,0,0,..,17,0,18,0,18,..,3,0,3,0,3,..,8,0,9,0,9,..,67,7,74,0,79,..,629,56,676,3,681,..,38,0,40,581,624,7076,667,56,719,584,8374
